"薬効分類","新旧","販売名","添付文書番号","更新日","業者１","業者２","業者３","製造販売元"
"精神神経用剤：377","","オランザピン錠2.5mg「DSEP」／...","1179044F1037_1_16","2024年11月01日","製造販売元／第一三共エスファ株式会社","販売提携／第一三共株式会社","","第一三共エスファ株式会社"
"精神神経用剤：377","","オランザピン錠2.5mg「JG」／...","1179044F1053_1_12","2024年11月01日","製造販売元／日本ジェネリック株式会社","","","日本ジェネリック株式会社"
"精神神経用剤：377","","オランザピン錠2.5mg「NIG」／...","1179044F1231_1_04","2024年10月29日","製造販売元／日医工岐阜工場株式会社","発売元／日医工株式会社","販売／武田薬品工業株式会社","日医工岐阜工場株式会社"
"精神神経用剤：377","","オランザピン錠2.5mg「NP」／...","1179044F1223_1_05","2024年11月29日","製造販売元／ニプロESファーマ株式会社","","","ニプロESファーマ株式会社"
"精神神経用剤：377","","オランザピン錠2.5mg「VTRS」／...","1179044C1162_1_05","2024年11月01日","製造販売元／ヴィアトリス・ヘルスケア合同会社","販売元／ヴィアトリス製薬合同会社","","ヴィアトリス・ヘルスケア合同会社"
"精神神経用剤：377","","オランザピン錠2.5mg「YD」／...","1179044F1070_1_09","2024年10月31日","製造販売元／株式会社陽進堂","","","株式会社陽進堂"
"精神神経用剤：377","","オランザピン錠2.5mg「YD」／...","1179044F1070_2_03","2024年10月31日","製造販売元／株式会社陽進堂","販売元／アルフレッサファーマ株式会社","","株式会社陽進堂"
"精神神経用剤：377","","オランザピン錠2.5mg「サワイ」...","1179044C1065_1_10","2024年11月01日","製造販売元／沢井製薬株式会社","","","沢井製薬株式会社"
"精神神経用剤：377","","オランザピン錠2.5mg「トーワ」...","1179044F1142_1_12","2024年10月30日","製造販売元／東和薬品株式会社","","","東和薬品株式会社"
"精神神経用剤：377","","オランザピン錠2.5mg「ニプロ」...","1179044C1090_1_14","2024年12月04日","製造販売元／ニプロ株式会社","","","ニプロ株式会社"
"精神神経用剤：377","","オランザピン錠2.5mg「三和」...","1179044F1126_1_13","2024年11月13日","製造販売元／株式会社三和化学研究所","","","株式会社三和化学研究所"
"精神神経用剤：377","","オランザピン錠2.5mg「日新」...","1179044F1169_1_10","2024年11月01日","製造販売元／日新製薬株式会社","","","日新製薬株式会社"
"精神神経用剤：377","","オランザピン錠2.5mg「明治」...","1179044C1111_1_14","2024年10月28日","製造販売元／MeijiSeikaファルマ株式会社","","","MeijiSeikaファルマ株式会社"
"精神神経用剤：377","","オランザピン錠2.5mg「杏林」...","1179044F1100_1_13","2024年11月01日","製造販売元／キョーリンリメディオ株式会社","販売元／杏林製薬株式会社","","キョーリンリメディオ株式会社"
"精神神経用剤：377","","クエチアピン細粒50%「EE」／...","1179042C1031_1_12","2024年10月29日","製造販売元／高田製薬株式会社","","","高田製薬株式会社"
"精神神経用剤：377","","クエチアピン細粒50%「EE」／...","1179042C1031_2_14","2024年10月29日","製造販売元／高田製薬株式会社","発売元／エルメッド株式会社","販売元／日医工株式会社","高田製薬株式会社"
"精神神経用剤：377","","クエチアピン細粒50%「NIG」","1179042C1120_1_04","2024年10月29日","製造販売元／日医工岐阜工場株式会社","発売元／日医工株式会社","販売／武田薬品工業株式会社","日医工岐阜工場株式会社"
"精神神経用剤：377","","クエチアピン細粒50%「ヨシトミ」...","1179042C1090_2_09","2024年11月01日","製造販売元／ニプロESファーマ株式会社","","","ニプロESファーマ株式会社"
"精神神経用剤：377","","クエチアピン細粒50％「タカタ」...","1179042C1139_1_04","2024年10月29日","製造販売元／高田製薬株式会社","","","高田製薬株式会社"
"精神神経用剤：377","","クエチアピン錠12.5mg「アメル」...","1179042C1040_2_04","2024年10月28日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"精神神経用剤：377","","クエチアピン錠12.5mg「明治」...","1179042F1194_1_08","2024年10月28日","製造販売元／MeijiSeikaファルマ株式会社","","","MeijiSeikaファルマ株式会社"
"精神神経用剤：377","","クエチアピン錠25mg「DSEP」／...","1179042F1046_1_12","2024年10月29日","製造販売元／第一三共エスファ株式会社","販売提携／第一三共株式会社","","第一三共エスファ株式会社"
"精神神経用剤：377","","クエチアピン錠25mg「FFP」／...","1179042F1062_2_05","2024年10月31日","製造販売元／共創未来ファーマ株式会社","","","共創未来ファーマ株式会社"
"精神神経用剤：377","","クエチアピン錠25mg「JG」／...","1179042F1070_1_17","2024年10月31日","製造販売元／日本ジェネリック株式会社","","","日本ジェネリック株式会社"
"精神神経用剤：377","","クエチアピン錠25mg「VTRS」／...","1179042F1216_1_07","2024年11月01日","製造販売元／ヴィアトリス・ヘルスケア合同会社","販売元／ヴィアトリス製薬合同会社","","ヴィアトリス・ヘルスケア合同会社"
"精神神経用剤：377","","クエチアピン錠25mg「サワイ」...","1179042C1058_1_11","2024年10月31日","製造販売元／沢井製薬株式会社","","","沢井製薬株式会社"
"精神神経用剤：377","","クエチアピン錠25mg「サンド」...","1179042F1127_1_10","2024年10月21日","製造販売／サンド株式会社","","","サンド株式会社"
"精神神経用剤：377","","クエチアピン錠25mg「トーワ」...","1179042C1082_1_12","2024年10月30日","製造販売元／東和薬品株式会社","","","東和薬品株式会社"
"精神神経用剤：377","","クエチアピン錠25mg「ニプロ」...","1179042F1232_1_04","2024年11月01日","製造販売元／ニプロESファーマ株式会社","","","ニプロESファーマ株式会社"
"精神神経用剤：377","","クエチアピン錠25mg「三和」...","1179042C1066_1_13","2024年11月13日","製造販売元／シオノケミカル株式会社","販売元／株式会社三和化学研究所","","シオノケミカル株式会社"
"精神神経用剤：377","","クエチアピン錠25mg「日医工」...","1179042F1160_1_09","2024年10月29日","製造販売元／日医工株式会社","","","日医工株式会社"
"精神神経用剤：377","","クエチアピン錠25mg「日新」...","1179042F1178_1_11","2024年10月28日","製造販売元／日新製薬株式会社","","","日新製薬株式会社"
"精神神経用剤：377","","クエチアピン錠25mg「日新」...","1179042F1178_2_02","2024年10月29日","製造販売元／日新製薬株式会社","販売元／共創未来ファーマ株式会社","","日新製薬株式会社"
"精神神経用剤：377","","クレミン錠10mg／クレ...","1179035D1029_2_17","2024年10月28日","製造販売元／田辺三菱製薬株式会社","","","田辺三菱製薬株式会社"
"精神神経用剤：377","","クロザリル錠25mg／ク...","1179049F1021_1_22","2024年10月18日","製造販売／ノバルティスファーマ株式会社","","","ノバルティスファーマ株式会社"
"精神神経用剤：377","","クロチアゼパム錠5mg「サワイ」...","1179012F1169_1_06","2024年02月29日","製造販売元／沢井製薬株式会社","","","沢井製薬株式会社"
"精神神経用剤：377","","クロチアゼパム錠5mg「ツルハラ」...","1179012F1177_1_08","2024年02月16日","製造販売元／鶴原製薬株式会社","","","鶴原製薬株式会社"
"精神神経用剤：377","","クロチアゼパム錠5mg「トーワ」...","1179012F1134_1_12","2024年08月07日","製造販売元／東和薬品株式会社","","","東和薬品株式会社"
"精神神経用剤：377","","クロチアゼパム錠5mg「日医工」...","1179012F1150_1_07","2024年07月01日","製造販売元／日医工株式会社","","","日医工株式会社"
"精神神経用剤：377","","クロフェクトン錠10mg／...","1179030F1035_2_04","2024年10月28日","製造販売元／田辺三菱製薬株式会社","","","田辺三菱製薬株式会社"
"精神神経用剤：377","","クロフェクトン顆粒10%","1179030D1050_2_14","2024年10月28日","製造販売元／田辺三菱製薬株式会社","","","田辺三菱製薬株式会社"
"精神神経用剤：377","","クロルプロマジン塩酸塩錠25mg「ツ...","1171001F2185_1_12","2024年10月29日","製造販売元／鶴原製薬株式会社","","","鶴原製薬株式会社"
"精神神経用剤：377","","コンサータ錠18mg／コ...","1179009G1022_1_19","2024年06月07日","製造販売元／ヤンセンファーマ株式会社","","","ヤンセンファーマ株式会社"
"精神神経用剤：377","","コントミン筋注10mg／...","1171400A1040_4_15","2024年10月28日","製造販売元／田辺三菱製薬株式会社","","","田辺三菱製薬株式会社"
"精神神経用剤：377","","コントミン糖衣錠12.5mg／...","1171001F1073_2_17","2024年10月28日","製造販売元／田辺三菱製薬株式会社","","","田辺三菱製薬株式会社"
"精神神経用剤：377","","サインバルタカプセル20mg／...","1179052M1022_2_23","2022年03月15日","製造販売元／塩野義製薬株式会社","販売／日本イーライリリー株式会社","","塩野義製薬株式会社"
"精神神経用剤：377","","シクレスト舌下錠5mg／...","1179056F1021_1_09","2024年10月28日","製造販売元／MeijiSeikaファルマ株式会社","","","MeijiSeikaファルマ株式会社"
"精神神経用剤：377","","ジェイゾロフト錠25mg／...","1179046F1028_4_05","2024年07月01日","製造販売元／ヴィアトリス製薬合同会社","","","ヴィアトリス製薬合同会社"
"精神神経用剤：377","","ジプレキサザイディス錠2.5mg...","1179044F4028_2_01","2024年11月01日","製造販売元／チェプラファーム株式会社","","","チェプラファーム株式会社"
"精神神経用剤：377","","ジプレキサ筋注用10mg","1179408E1020_2_01","2024年11月01日","製造販売元／チェプラファーム株式会社","","","チェプラファーム株式会社"
"精神神経用剤：377","","ジプレキサ細粒1%","1179044C1022_2_01","2024年11月01日","製造販売元／チェプラファーム株式会社","","","チェプラファーム株式会社"
"精神神経用剤：377","","ジプレキサ錠2.5mg／ジ...","1179044F1029_2_01","2024年11月01日","製造販売元／チェプラファーム株式会社","","","チェプラファーム株式会社"
"精神神経用剤：377","","ストラテラカプセル5mg／...","1179050M1023_1_21","2024年04月19日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"精神神経用剤：377","","ストラテラ内用液0.4%","1179050S1022_1_10","2024年04月19日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"精神神経用剤：377","","スピロピタン錠0.25mg／...","1179015F1030_3_03","2024年10月28日","製造販売元／アルフレッサファーマ株式会社","販売元／エーザイ株式会社","","アルフレッサファーマ株式会社"
"精神神経用剤：377","","スルピリド錠100mg「アメル」...","1179016F1159_2_04","2024年10月28日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"精神神経用剤：377","","スルピリド錠100mg「サワイ」...","1179016F1191_1_06","2024年10月31日","製造販売元／沢井製薬株式会社","","","沢井製薬株式会社"
"精神神経用剤：377","","スルピリド錠100mg「トーワ」...","1179016F1183_1_07","2024年10月30日","製造販売元／東和薬品株式会社","","","東和薬品株式会社"
"精神神経用剤：377","","スルピリド錠50mg「NIG」／...","1179016F1205_1_03","2024年10月29日","製造販売元／日医工岐阜工場株式会社","発売元／日医工株式会社","販売／武田薬品工業株式会社","日医工岐阜工場株式会社"
"精神神経用剤：377","","スルモンチール錠10mg／...","1174005B1020_2_03","2024年12月02日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"精神神経用剤：377","","セチプチリンマレイン酸塩錠1mg「...","1179034F1068_1_04","2024年02月29日","製造販売元／沢井製薬株式会社","","","沢井製薬株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「DSEP」／...","1179046F1036_1_12","2024年05月17日","製造販売元／第一三共エスファ株式会社","販売提携／第一三共株式会社","","第一三共エスファ株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「JG」／...","1179046F1044_1_18","2024年09月09日","製造販売元／日本ジェネリック株式会社","","","日本ジェネリック株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「NP」／...","1179046F1214_1_03","2024年01月10日","製造販売元／ニプロESファーマ株式会社","","","ニプロESファーマ株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「TCK」／...","1179046F1052_1_10","2024年01月10日","製造販売元／辰巳化学株式会社","","","辰巳化学株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「TCK」／...","1179046F1052_2_07","2024年01月10日","製造販売元／辰巳化学株式会社","販売元／株式会社フェルゼンファーマ","","辰巳化学株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「YD」／...","1179046F1060_1_08","2024年01月10日","製造販売元／株式会社陽進堂","","","株式会社陽進堂"
"精神神経用剤：377","","セルトラリン錠25mg「アメル」...","1179046F1079_2_04","2024年01月10日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「ケミファ」...","1179046F1109_1_10","2024年01月10日","製造販売元／日本ケミファ株式会社","","","日本ケミファ株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「サワイ」...","1179046F1117_2_09","2024年01月10日","製造販売元／沢井製薬株式会社","","","沢井製薬株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「サンド」...","1179046F1125_1_12","2024年02月19日","製造販売／サンド株式会社","","","サンド株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「タカタ」...","1179046F1141_1_08","2024年01月10日","製造販売元／高田製薬株式会社","","","高田製薬株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「ツルハラ」...","1179046F1168_1_11","2024年01月10日","製造販売元／鶴原製薬株式会社","","","鶴原製薬株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「トーワ」...","1179046F1176_1_15","2024年06月28日","製造販売元／東和薬品株式会社","","","東和薬品株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「ニプロ」...","1179046F1192_1_13","2024年01月10日","製造販売元／ニプロ株式会社","","","ニプロ株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「明治」...","1179046F1206_1_09","2024年01月10日","製造販売元／MeijiSeikaファルマ株式会社","","","MeijiSeikaファルマ株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「杏林」...","1179046F1095_1_14","2024年05月30日","製造販売元／キョーリンリメディオ株式会社","販売元／杏林製薬株式会社","","キョーリンリメディオ株式会社"
"精神神経用剤：377","","セルトラリン錠25mg「科研」...","1179046F1087_1_12","2024年01月10日","製造販売元／ダイト株式会社","発売元／科研製薬株式会社","","ダイト株式会社"
"精神神経用剤：377","","セレネース内服液0.2％","1179020S1030_1_17","2024年10月29日","製造販売元／住友ファーマ株式会社","","","住友ファーマ株式会社"
"精神神経用剤：377","","セレネース注5mg","1179404A1070_1_20","2024年10月29日","製造販売元／住友ファーマ株式会社","","","住友ファーマ株式会社"
"精神神経用剤：377","","セレネース錠0.75mg／セ...","1179020C1191_1_21","2024年10月29日","製造販売元／住友ファーマ株式会社","","","住友ファーマ株式会社"
"精神神経用剤：377","","セロクエル25mg錠／セ...","1179042C1023_2_26","2024年10月28日","製造販売／アステラス製薬株式会社","提携／AstraZeneca","","アステラス製薬株式会社"
"精神神経用剤：377","","ゼプリオンTRI水懸筋注175mgシリンジ...","1179409G6027_1_03","2024年10月29日","製造販売元（／ヤンセンファーマ株式会社","","","ヤンセンファーマ株式会社"
"精神神経用剤：377","","ゼプリオン水懸筋注25mgシリンジ...","1179409G1025_1_16","2024年10月29日","製造販売元（／ヤンセンファーマ株式会社","","","ヤンセンファーマ株式会社"
"精神神経用剤：377","","ゾテピン細粒10％「タカタ」...","1179024C1106_1_03","2024年10月29日","製造販売元／高田製薬株式会社","","","高田製薬株式会社"
"精神神経用剤：377","","チミペロン錠0.5mg「アメル」...","1179026C1067_2_04","2024年10月28日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"精神神経用剤：377","","テシプール錠1mg","1179034F1050_1_07","2022年01月28日","製造販売元／持田製薬株式会社","","","持田製薬株式会社"
"精神神経用剤：377","","テトラミド錠10mg／テ...","1179033F1020_4_04","2024年08月02日","製造販売元／オルガノン株式会社","","","オルガノン株式会社"
"精神神経用剤：377","","デジレル錠25／デジレ...","1179037F1037_5_04","2023年04月12日","製造販売元／ファイザー株式会社","","","ファイザー株式会社"
"精神神経用剤：377","","デパス錠0.25mg／デパス...","1179025C1054_2_18","2024年04月01日","製造販売元／田辺三菱製薬株式会社","","","田辺三菱製薬株式会社"
"精神神経用剤：377","","デプロメール錠25／デ...","1179039F1028_1_45","2022年11月16日","製造販売元／MeijiSeikaファルマ株式会社","","","MeijiSeikaファルマ株式会社"
"精神神経用剤：377","","デュロキセチンOD錠20mg「ニプロ」...","1179052F3026_1_04","2023年10月01日","製造販売元／ニプロ株式会社","","","ニプロ株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「DSEP」...","1179052M1030_1_04","2024年05月17日","製造販売元／第一三共エスファ株式会社","販売提携／第一三共株式会社","","第一三共エスファ株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「JG」...","1179052M1049_1_04","2024年09月09日","製造販売元／長生堂製薬株式会社","販売元／日本ジェネリック株式会社","","長生堂製薬株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「KMP」...","1179052M1057_1_02","2022年09月01日","製造販売元／共創未来ファーマ株式会社","","","共創未来ファーマ株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「YD」...","1179052M1065_1_02","2022年09月01日","製造販売元／株式会社陽進堂","","","株式会社陽進堂"
"精神神経用剤：377","","デュロキセチンカプセル20mg「アメ...","1179052M1073_1_03","2022年09月01日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「オー...","1179052M1081_1_03","2022年09月22日","製造販売元／大原薬品工業株式会社","","","大原薬品工業株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「オー...","1179052M1081_2_04","2024年07月01日","製造販売元／大原薬品工業株式会社","販売／株式会社エッセンシャルファーマ","","大原薬品工業株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「サワ...","1179052M1090_1_03","2022年08月26日","製造販売元／沢井製薬株式会社","","","沢井製薬株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「タカ...","1179052M1103_1_04","2022年08月31日","製造販売元／高田製薬株式会社","","","高田製薬株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「トー...","1179052M1111_1_03","2022年09月02日","製造販売元／東和薬品株式会社","","","東和薬品株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「ニプ...","1179052M1138_1_04","2023年10月01日","製造販売元／ニプロ株式会社","","","ニプロ株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「フェ...","1179052M1146_1_05","2022年09月20日","製造販売元／ダイト株式会社","販売元／株式会社フェルゼンファーマ","","ダイト株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「三笠...","1179052M1154_1_02","2022年09月02日","製造販売元／三笠製薬株式会社","","","三笠製薬株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「日医...","1179052M1170_1_03","2022年08月24日","製造販売元／日医工岐阜工場株式会社","発売元／日医工株式会社","販売／武田薬品工業株式会社","日医工岐阜工場株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「日新...","1179052M1120_1_02","2022年09月09日","製造販売元／日新製薬株式会社","","","日新製薬株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「明治...","1179052F3034_1_03","2023年06月01日","製造販売元／MeijiSeikaファルマ株式会社","","","MeijiSeikaファルマ株式会社"
"精神神経用剤：377","","デュロキセチンカプセル20mg「杏林...","1179052M1189_1_04","2024年05月07日","製造販売元／キョーリンリメディオ株式会社","販売元／杏林製薬株式会社","","キョーリンリメディオ株式会社"
"精神神経用剤：377","","デュロキセチン錠20mg「ケミファ」...","1179052F1023_1_02","2022年09月22日","製造販売元／富士化学工業株式会社","販売元／日本ケミファ株式会社","","富士化学工業株式会社"
"精神神経用剤：377","","デュロキセチン錠20mg「トーワ」...","1179052F1031_1_03","2022年09月02日","製造販売元／東和薬品株式会社","","","東和薬品株式会社"
"精神神経用剤：377","","トフラニール錠10mg／...","1174006F1078_3_12","2024年03月04日","製造販売元／アルフレッサファーマ株式会社","","","アルフレッサファーマ株式会社"
"精神神経用剤：377","","トラゾドン塩酸塩錠25mg「アメル」...","1179037F1053_4_04","2024年09月09日","製造販売元／共和薬品工業株式会社","販売元／日本ジェネリック株式会社","","共和薬品工業株式会社"
"精神神経用剤：377","","トラゾドン塩酸塩錠25mg「アメル」...","1179037F1053_3_03","2023年11月27日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"精神神経用剤：377","","トリプタノール錠10／...","1179002F1068_3_09","2022年04月25日","製造販売元／日医工株式会社","","","日医工株式会社"
"精神神経用剤：377","","トリラホン錠2mg／トリ...","1172006F1030_3_04","2024年10月15日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"精神神経用剤：377","","トリンテリックス錠10mg／...","1179060F1028_1_06","2023年10月05日","製造販売元／武田薬品工業株式会社","提携／ルンドベック・ジャパン株式会社","","武田薬品工業株式会社"
"精神神経用剤：377","","トレドミン錠12.5mg／ト...","1179040F1136_3_16","2024年02月21日","製造販売元／旭化成ファーマ株式会社","提携先／ピエールファーブルメディカメン","","旭化成ファーマ株式会社"
"精神神経用剤：377","","トロペロン注4mg","1179405A1032_4_08","2024年10月28日","製造販売元／アルフレッサファーマ株式会社","販売元／田辺三菱製薬株式会社","","アルフレッサファーマ株式会社"
"精神神経用剤：377","","トロペロン注4mg","1179405A1032_3_07","2024年10月29日","製造販売元／アルフレッサファーマ株式会社","","","アルフレッサファーマ株式会社"
"精神神経用剤：377","","トロペロン錠0.5mg／ト...","1179026C1040_6_08","2024年10月28日","製造販売元／アルフレッサファーマ株式会社","販売元／田辺三菱製薬株式会社","","アルフレッサファーマ株式会社"
"精神神経用剤：377","","トロペロン錠0.5mg／ト...","1179026C1040_5_08","2024年10月29日","製造販売元／アルフレッサファーマ株式会社","","","アルフレッサファーマ株式会社"
"精神神経用剤：377","","ドグマチール筋注100mg","1179403A1050_3_06","2024年10月29日","製造販売元／日医工株式会社","","","日医工株式会社"
"精神神経用剤：377","","ドグマチール錠100mg／...","1179016F1124_4_06","2024年10月29日","製造販売元／日医工株式会社","","","日医工株式会社"
"精神神経用剤：377","","ニューレプチル錠5mg／...","1172005C1064_2_08","2024年10月29日","製造販売元／高田製薬株式会社","","","高田製薬株式会社"
"精神神経用剤：377","","ノバミン筋注5mg","1172404A1037_3_04","2024年10月15日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"精神神経用剤：377","","ノバミン錠5mg","1172010F1037_5_04","2024年10月15日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"精神神経用剤：377","","ノリトレン錠10mg／ノ...","1179004F1024_1_22","2022年04月01日","製造販売元／住友ファーマ株式会社","提携／Hルンドベック社（デンマーク）","","住友ファーマ株式会社"
"精神神経用剤：377","","ハロペリドール注5mg「ヨシトミ」...","1179404A1097_1_10","2024年10月28日","製造販売元／田辺三菱製薬株式会社","","","田辺三菱製薬株式会社"
"精神神経用剤：377","","ハロペリドール細粒1%「タカタ」...","1179020C1302_1_07","2024年10月29日","製造販売元／高田製薬株式会社","","","高田製薬株式会社"
"精神神経用剤：377","","ハロペリドール細粒1%「ヨシトミ」...","1179020C1299_2_10","2024年10月28日","製造販売元／田辺三菱製薬株式会社","","","田辺三菱製薬株式会社"
"精神神経用剤：377","","ハロペリドール錠0.75mg「アメル」...","1179020C1280_2_04","2024年10月28日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"精神神経用剤：377","","ハロペリドール錠0.75mg「ヨシトミ...","1179020F1260_1_10","2024年10月28日","製造販売元／田辺三菱製薬株式会社","","","田辺三菱製薬株式会社"
"精神神経用剤：377","","ハロペリドール錠1.5mg「ツルハラ」...","1179020C1272_1_15","2024年10月29日","製造販売元／鶴原製薬株式会社","","","鶴原製薬株式会社"
"精神神経用剤：377","","ハロマンス注50mg／ハ...","1179406A1037_2_17","2024年10月29日","製造販売元（／ヤンセンファーマ株式会社","発売元／住友ファーマ株式会社","","ヤンセンファーマ株式会社"
"精神神経用剤：377","","バルネチール錠50／バ...","1179032C1046_6_04","2024年10月15日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"精神神経用剤：377","","パキシルCR錠6.25mg／パ...","1179041G1020_1_13","2023年03月27日","製造販売元／グラクソ・スミスクライン株式会社","","","グラクソ・スミスクライン株式会社"
"精神神経用剤：377","","パキシル錠5mg／パキシ...","1179041F1025_2_41","2023年03月27日","製造販売元／グラクソ・スミスクライン株式会社","","","グラクソ・スミスクライン株式会社"
"精神神経用剤：377","","パロキセチン錠10mg「オーハラ」...","1179041F1181_2_16","2024年07月01日","製造販売元／大原薬品工業株式会社","販売／株式会社エッセンシャルファーマ","","大原薬品工業株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「AA」／...","1179041F1033_2_03","2023年08月29日","製造販売元／あすか製薬株式会社","販売元／武田薬品工業株式会社","","あすか製薬株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「DK」／...","1179041F1041_1_10","2023年03月27日","製造販売元／大興製薬株式会社","販売元／株式会社三和化学研究所","","大興製薬株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「DSEP」／...","1179041F1050_1_12","2024年05月17日","製造販売元／第一三共エスファ株式会社","販売提携／第一三共株式会社","","第一三共エスファ株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「JG」／...","1179041F1092_1_13","2024年09月09日","製造販売元／日本ジェネリック株式会社","","","日本ジェネリック株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「NIG」／...","1179041F1394_1_02","2024年01月19日","製造販売元／日医工岐阜工場株式会社","発売元／日医工株式会社","販売／武田薬品工業株式会社","日医工岐阜工場株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「NPI」／...","1179041F1351_1_03","2024年01月29日","製造販売元／日本薬品工業株式会社","","","日本薬品工業株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「NP」／...","1179041F1130_2_09","2023年10月01日","製造販売元／ニプロ株式会社","","","ニプロ株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「SPKK」／...","1179041F1360_1_04","2023年12月11日","製造販売／サンドファーマ株式会社","販売／サンド株式会社","","サンドファーマ株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「TCK」／...","1179041F1149_1_12","2024年02月29日","製造販売元／辰巳化学株式会社","","","辰巳化学株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「TSU」／...","1179041F1157_1_11","2024年01月26日","製造販売元／鶴原製薬株式会社","","","鶴原製薬株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「VTRS」／...","1179041F1378_1_05","2024年07月01日","製造販売元／ヴィアトリス・ヘルスケア合同会社","販売元／ヴィアトリス製薬合同会社","","ヴィアトリス・ヘルスケア合同会社"
"精神神経用剤：377","","パロキセチン錠5mg「YD」／...","1179041F1165_1_09","2023年10月26日","製造販売元／株式会社陽進堂","","","株式会社陽進堂"
"精神神経用剤：377","","パロキセチン錠5mg「アメル」...","1179041F1173_2_03","2023年08月28日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「オーハラ」...","1179041F1181_1_14","2023年11月10日","製造販売元／大原薬品工業株式会社","","","大原薬品工業株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「ケミファ」...","1179041F1203_2_11","2024年01月18日","製造販売元／日本ケミファ株式会社","販売元／日本薬品工業株式会社","","日本ケミファ株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「ケミファ」...","1179041F1203_1_11","2024年01月18日","製造販売元／日本ケミファ株式会社","","","日本ケミファ株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「サワイ」...","1179041F1211_1_14","2023年06月30日","製造販売元／沢井製薬株式会社","","","沢井製薬株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「サンド」...","1179041F1220_1_07","2024年02月16日","製造販売／サンド株式会社","","","サンド株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「タカタ」...","1179041F1238_1_10","2023年03月27日","製造販売元／高田製薬株式会社","","","高田製薬株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「トーワ」...","1179041F1254_1_15","2023年07月05日","製造販売元／東和薬品株式会社","","","東和薬品株式会社"
"精神神経用剤：377","","パロキセチン錠5mg「ニプロ」...","1179041F1386_1_03","2023年11月27日","製造販売元／ニプロESファーマ株式会社","","","ニプロESファーマ株式会社"
